Unnamed: 0,commit_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,ca9876dd2f1b8f4a00b1ff4be58baaa6ff774a39,2016-01-01 05:00:12,0,0,1,1,1,0.0,1,1,6374,1,35,16.32400462962963,527,3226,15.885943349825045,115
1,3fd19fdc5172cffd77f095c04f5d522f9a4eb314,2016-01-02 17:34:25,0,0,1,1,1,0.0,2,2,88,0,4,112.97372685185184,4,11726,1566.6660045889048,956
2,e2093cdeef8dcf0303ce3d8e79247c71ed53507d,2016-01-03 20:52:07,1,1,1,1,1,0.0,1,1,590,0,16,40.86443287037037,54,90,9.06016121133388,3
3,e66669feb02b79c4ac60f6dc1b5d5b31b82421fa,2016-01-04 03:03:47,0,0,1,1,1,0.0,1,1,430,0,3,32.017986111111114,12,4426,24.009312676822425,104
4,956535f5cbc0808a69e19c1e6953fde2bf012881,2016-01-04 16:33:58,0,0,1,1,1,0.0,8,1,538,0,9,48.24504629629629,25,11727,1565.6984122475428,956
5,0ab009005dc16437045369e823a35d1af6232b69,2016-01-04 18:49:02,1,1,1,1,1,0.0,3,1,1057,0,4,128.38309027777777,8,14,3.15146625372241,1
6,fa8384dfb9d229269cca4e176a1870b776894552,2016-01-04 19:07:26,0,0,1,1,1,0.0,0,33,352,0,10,14.15144675925926,30,11728,1566.534492754123,957
7,28b95edff2108c5e567debbf5e65db1a94c2ef39,2016-01-04 19:23:17,1,1,1,1,3,1.391452546404096,19,10,7310,1,50,100.09238040123456,311,8200,909.299105186635,1727
8,dc5315c34108016c0c833f4262da8c72108a826b,2016-01-04 19:56:30,0,0,1,1,1,0.0,7,2,163,1,9,18.986261574074074,17,94,1.8014793586060471,2
9,83746fd55a13e47c9b4d33237185965a1ebdb5e4,2016-01-04 20:09:57,1,1,1,3,3,1.4355205042826666,23,4,921,1,15,169.8832484567901,44,32184,888.1768954553035,5399
10,9d549b5b62f3afd9704c66b5e348a976b2614909,2016-01-04 20:10:10,1,1,1,1,1,0.0,11,3,531,1,12,45.04034722222222,36,32185,889.1762817566745,5399
11,7f4443d5fa9248c1d0e9d07b2c502a46ca252db2,2016-01-04 20:10:17,0,0,1,1,1,0.0,6,1,751,0,26,17.15650462962963,89,32186,890.175870349738,5399
12,6c8a141a6d53285acc876aacfa0a9c4edb563b6c,2016-01-04 20:50:18,1,1,1,1,2,1.0,10,16,2162,0,35,18.587633101851853,170,75,2.49761708063676,33
13,f824737fdfab46049fafe715bf4383c0d2c47c60,2016-01-04 20:56:40,1,1,1,1,1,0.0,10,4,969,0,3,77.05665509259259,23,4429,25.730514442331145,104
14,552e9d568fde9701ea1944fb01c8aadaceaa7353,2016-01-04 21:17:08,1,1,1,1,2,0.8485481782946158,150,10,1061,0,5,130.24824074074073,20,14,2.057240326045008,2
15,a8498a77d5b6ca3adbb0ff41125bd05af0f21f2b,2016-01-04 23:08:03,1,1,1,3,6,2.319515776501326,13,16,1303,0,3,90.52585978835978,18,4436,32.555225767114486,54
16,a64b8439548c868b25d45441aebce0ec7ba944f0,2016-01-04 23:09:03,0,0,1,1,1,0.0,3,0,2753,0,12,20.897951388888888,130,4437,33.549121656356526,104
17,a7d2b4d7cef3bf3107c6cf9725cd1c6151cf18d4,2016-01-05 00:25:50,1,1,2,4,4,2.055008200826633,48,25,1382,1,27,13.519087962962962,130,11733,1571.0680800542773,1075
18,58c73de7d09ca750f5d1927448f086ee25977dad,2016-01-05 00:32:50,1,1,1,3,3,1.3830637132486203,20,8,834,1,25,33.12098765432099,66,11736,1574.0350092950075,959
19,a48ae262812733f898fe7bbd1a63188f9d0c55ed,2016-01-05 00:58:45,1,1,1,1,1,0.0,15,7,2756,0,12,0.0781018518518518,131,4438,33.85382154489812,104
20,b80ea5320084741510b0890d9df8aee981fba036,2016-01-05 01:21:26,0,0,1,1,1,0.0,0,1,114,0,1,7.244490740740741,2,11737,1574.7150181877066,959
21,66f1f89dc058e98d4b118041cd8d571a505b43db,2016-01-05 01:48:31,1,1,1,3,3,1.584962500721156,18,3,3430,1,11,100.58927854938273,97,833,205.34489724728107,470
22,4b0bc7c3a14ac446bc13d22098de8db382205401,2016-01-05 04:39:11,1,1,1,2,5,2.0878102759757637,176,13,9062,1,76,30.58445138888889,575,8205,913.2568611960936,1727
